"FIPS","AllRace_Total","AllRace_Male","AllRace_Female","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_Male","W_Female","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_Male","B_Female","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_Male","I_Female","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_Male","A_Female","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_Male","H_Female","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_Male","O_Female","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female_50-","O_Female_50-65","O_Female_65+","AllRace_50-","AllRace_50-65","AllRace_65+","W_50-","W_50-65","W_65+","B_50-","B_50-65","B_65+","A_50-","A_50-65","A_65+","I_50-","I_50-65","I_65+","H_50-","H_50-65","H_65+","O_50-","O_50-65","O_65+","state"
"12033",321905,158324,163581,100745,30701,26878,96152,33433,33996,200962,100118,100844,57674,21338,21106,52987,22432,25425,68148,32148,36000,22829,5708,3611,23942,6696,5362,1998,967,1031,522,278,167,551,262,218,9866,4352,5514,3041,749,562,3210,1235,1069,20793,10981,9812,9047,1303,631,7700,1259,853,20138,9758,10380,7632,1325,801,7762,1549,1069,201490,61402,53756,115348,42676,42212,45658,11416,7222,6082,1498,1124,1044,556,334,18094,2606,1262,15264,2650,1602,"12"
"12035",115378,55337,60041,25823,11909,17605,26293,14163,19585,84291,40729,43562,16607,9426,14696,16690,10861,16011,10537,4952,5585,2866,887,1199,3025,1090,1470,291,163,128,92,39,32,68,37,23,2450,1029,1421,540,202,287,707,320,394,12299,5866,6433,3864,964,1038,3972,1259,1202,5510,2598,2912,1854,391,353,1831,596,485,51646,23818,35210,33214,18852,29392,5732,1774,2398,1080,404,574,184,78,64,7728,1928,2076,3708,782,706,"12"
"12037",12451,6794,5657,3583,1514,1697,2511,1453,1693,9798,5080,4718,2254,1268,1558,1919,1267,1532,1403,1002,401,774,147,81,230,101,70,41,25,16,20,3,2,4,11,1,30,15,15,12,1,2,10,4,1,675,444,231,364,53,27,165,24,42,504,228,276,159,42,27,183,46,47,7166,3028,3394,4508,2536,3116,1548,294,162,24,2,4,40,6,4,728,106,54,318,84,54,"12"
"12039",43826,21352,22474,12912,4562,3878,12602,5006,4866,14093,7151,6942,3147,1912,2092,2756,1844,2342,23326,10905,12421,7170,2196,1539,7464,2717,2240,71,36,35,19,10,7,20,7,8,147,68,79,35,14,19,32,26,21,5093,2649,2444,2183,315,151,1980,288,176,1096,543,553,358,115,70,350,124,79,25824,9124,7756,6294,3824,4184,14340,4392,3078,70,28,38,38,20,14,4366,630,302,716,230,140,"12"
"12041",17864,9182,8682,5404,2009,1769,4755,1907,2020,14827,7478,7349,4124,1721,1633,3782,1724,1843,788,512,276,408,82,22,199,35,42,62,31,31,26,3,2,14,8,9,56,27,29,8,14,5,18,4,7,1348,749,599,576,124,49,462,81,56,783,385,398,262,65,58,280,55,63,10808,4018,3538,8248,3442,3266,816,164,44,16,28,10,52,6,4,1152,248,98,524,130,116,"12"
"12043",12126,6976,5150,4061,1278,1637,2629,1034,1487,7132,3781,3351,1558,819,1404,1318,755,1278,1434,1081,353,853,167,61,246,51,56,193,89,104,55,22,12,67,25,12,34,10,24,7,0,3,13,6,5,3050,1879,1171,1490,249,140,896,162,113,283,136,147,98,21,17,89,35,23,8122,2556,3274,3116,1638,2808,1706,334,122,14,0,6,110,44,24,2980,498,280,196,42,34,"12"
"12045",14192,7579,6613,4101,1738,1740,3166,1691,1756,11222,5759,5463,2839,1416,1504,2484,1445,1534,1692,1032,660,705,212,115,358,157,145,66,53,13,27,11,15,4,8,1,57,15,42,8,5,2,27,7,8,555,396,159,317,35,44,117,21,21,600,324,276,205,59,60,176,53,47,8202,3476,3480,5678,2832,3008,1410,424,230,16,10,4,54,22,30,634,70,88,410,118,120,"12"
"12047",14004,8076,5928,5018,1772,1286,3235,1333,1360,7633,4150,3483,2185,1085,880,1653,908,922,4422,2766,1656,1951,525,290,972,322,362,43,15,28,8,3,4,16,7,5,43,18,25,6,1,11,17,5,3,1455,915,540,707,132,76,433,63,44,408,212,196,161,26,25,144,28,24,10036,3544,2572,4370,2170,1760,3902,1050,580,12,2,22,16,6,8,1414,264,152,322,52,50,"12"
"12049",25327,13554,11773,9082,2407,2065,7564,2001,2208,11873,6114,5759,3216,1360,1538,2903,1157,1699,2111,1433,678,1041,277,115,443,139,96,55,29,26,16,10,3,5,4,17,165,111,54,80,12,19,33,15,6,10604,5636,4968,4553,714,369,3962,647,359,519,231,288,176,34,21,218,39,31,18164,4814,4130,6432,2720,3076,2082,554,230,160,24,38,32,20,6,9106,1428,738,352,68,42,"12"
"12051",39619,20901,18718,14578,3552,2771,12424,3431,2863,12089,5924,6165,3071,1315,1538,3101,1414,1650,4195,2034,2161,1418,354,262,1412,438,311,155,82,73,46,26,10,51,9,13,339,144,195,84,40,20,135,35,25,22112,12378,9734,9721,1759,898,7446,1487,801,729,339,390,238,58,43,279,48,63,29156,7104,5542,6142,2630,3076,2836,708,524,168,80,40,92,52,20,19442,3518,1796,476,116,86,"12"
"12053",194515,93484,101031,48699,19535,25250,49309,22293,29429,144060,69376,74684,31966,15391,22019,32149,17358,25177,9507,4642,4865,3044,888,710,3005,964,896,553,251,302,139,73,39,159,90,53,2566,1032,1534,617,225,190,886,359,289,29045,14022,15023,9924,2276,1822,9906,2661,2456,8784,4161,4623,3009,682,470,3204,861,558,97398,39070,50500,63932,30782,44038,6088,1776,1420,1234,450,380,278,146,78,19848,4552,3644,6018,1364,940,"12"
"12055",101235,48881,52354,22740,9362,16779,22994,10588,18772,65511,31613,33898,10862,6401,14350,10875,7231,15792,9484,4469,5015,2899,811,759,3211,953,851,291,146,145,79,41,26,67,40,38,1602,681,921,415,144,122,526,212,183,20943,10382,10561,7405,1669,1308,7134,1825,1602,3404,1590,1814,1080,296,214,1181,327,306,45480,18724,33558,21724,12802,28700,5798,1622,1518,830,288,244,158,82,52,14810,3338,2616,2160,592,428,"12"
"12057",1459762,709942,749820,480253,131965,97724,486205,140734,122881,667791,327926,339865,191650,72549,63727,190625,72896,76344,224479,106195,118284,78153,17967,10075,83844,20837,13603,2817,1424,1393,904,361,159,832,325,236,69928,32918,37010,24950,4949,3019,26660,5983,4367,427381,209234,218147,158734,31996,18504,156919,35708,25520,67366,32245,35121,25862,4143,2240,27325,4985,2811,960506,263930,195448,383300,145098,127454,156306,35934,20150,49900,9898,6038,1808,722,318,317468,63992,37008,51724,8286,4480,"12"
"12059",19653,10500,9153,6415,2175,1910,5063,1940,2150,16766,8645,8121,5016,1893,1736,4377,1753,1991,1211,970,241,779,148,43,158,41,42,120,46,74,12,28,6,33,26,15,81,37,44,18,14,5,21,17,6,688,450,238,358,49,43,158,51,29,787,352,435,232,43,77,316,52,67,12830,4350,3820,10032,3786,3472,1558,296,86,36,28,10,24,56,12,716,98,86,464,86,154,"12"
"12061",159788,76711,83077,35504,15916,25291,35059,18849,29169,117422,56029,61393,20641,12560,22828,20303,14829,26261,13079,6312,6767,4381,1104,827,4424,1316,1027,273,128,145,59,45,24,75,31,39,2341,1053,1288,740,170,143,775,278,235,20832,10380,10452,7732,1580,1068,7528,1780,1144,5841,2809,3032,1951,457,401,1954,615,463,71008,31832,50582,41282,25120,45656,8762,2208,1654,1480,340,286,118,90,48,15464,3160,2136,3902,914,802,"12"
"12063",47319,25757,21562,16197,5189,4371,11794,4558,5210,30629,16040,14589,9187,3491,3362,7435,3236,3918,12042,7062,4980,4946,1321,795,2917,1037,1026,196,104,92,60,30,14,35,33,24,292,140,152,102,20,18,106,21,25,2215,1433,782,1139,185,109,575,96,111,1945,978,967,763,142,73,726,135,106,32394,10378,8742,18374,6982,6724,9892,2642,1590,204,40,36,120,60,28,2278,370,218,1526,284,146,"12"
"12065",14510,7483,7027,3968,1856,1659,3327,1769,1931,8720,4470,4250,2083,1202,1185,1785,1152,1313,4600,2377,2223,1453,552,372,1192,510,521,36,15,21,12,3,0,13,5,3,34,20,14,15,0,5,6,2,6,658,366,292,253,63,50,204,47,41,462,235,227,152,36,47,127,53,47,7936,3712,3318,4166,2404,2370,2906,1104,744,30,0,10,24,6,0,506,126,100,304,72,94,"12"
"12067",8226,4760,3466,2943,977,840,1839,770,857,6074,3234,2840,1735,755,744,1429,626,785,1024,838,186,675,110,53,95,62,29,16,6,10,0,6,0,4,6,0,10,3,7,2,1,0,1,0,6,938,590,348,473,85,32,253,65,30,164,89,75,58,20,11,57,11,7,5886,1954,1680,3470,1510,1488,1350,220,106,4,2,0,0,12,0,946,170,64,116,40,22,"12"
"12069",383956,185011,198945,99417,37043,48551,100844,41063,57038,253214,122226,130988,54529,26662,41035,54545,29097,47346,37883,18359,19524,12647,3289,2423,12625,3774,3125,1016,504,512,277,126,101,281,130,101,8362,3695,4667,2232,764,699,2599,1054,1014,65375,31797,33578,23800,4787,3210,24324,5168,4086,18106,8430,9676,5932,1415,1083,6470,1840,1366,198834,74086,97102,109058,53324,82070,25294,6578,4846,4464,1528,1398,554,252,202,47600,9574,6420,11864,2830,2166,"12"
"12071",760822,371444,389378,192741,73493,105210,190287,82865,116226,490476,238289,252187,92414,52940,92935,91445,60229,100513,55958,26881,29077,19755,4337,2789,20671,4723,3683,1228,634,594,372,159,103,324,159,111,12789,5561,7228,3505,1017,1039,4286,1597,1345,173161,86979,86182,67340,12940,6699,63887,13658,8637,27210,13100,14110,9355,2100,1645,9674,2499,1937,385482,146986,210420,184828,105880,185870,39510,8674,5578,7010,2034,2078,744,318,206,134680,25880,13398,18710,4200,3290,"12"
"12073",292198,137948,154250,96981,22068,18899,104884,25333,24033,157458,76323,81135,48252,13994,14077,48540,15318,17277,87503,39386,48117,30331,5598,3457,36169,7016,4932,631,299,332,197,57,45,225,56,51,10465,4964,5501,3918,713,333,4319,745,437,22914,10975,11939,9300,1102,573,9893,1279,767,13227,6001,7226,4983,604,414,5738,919,569,193962,44136,37798,96504,27988,28154,60662,11196,6914,7836,1426,666,394,114,90,18600,2204,1146,9966,1208,828,"12"
"12075",42915,21104,21811,11246,4598,5260,11121,5141,5549,32874,16168,16706,7858,3703,4607,7787,4137,4782,3597,1626,1971,1047,354,225,1201,432,338,122,61,61,29,16,16,36,10,15,292,154,138,67,57,30,88,39,11,4080,2121,1959,1593,321,207,1382,330,247,1950,974,976,652,147,175,627,193,156,22492,9196,10520,15716,7406,9214,2094,708,450,134,114,60,58,32,32,3186,642,414,1304,294,350,"12"
"12077",7974,4861,3113,3313,965,583,1849,662,602,5729,3159,2570,1981,684,494,1479,557,534,1353,1132,221,892,201,39,118,64,39,52,19,33,13,4,2,19,10,4,18,13,5,5,5,3,2,3,0,562,399,163,328,48,23,141,10,12,260,139,121,94,23,22,90,18,13,6626,1930,1166,3962,1368,988,1784,402,78,10,10,6,26,8,4,656,96,46,188,46,44,"12"
"12079",17968,9318,8650,5409,1987,1922,4593,1894,2163,10132,5246,4886,2668,1219,1359,2263,1103,1520,6281,3181,3100,2103,615,463,1866,664,570,53,20,33,12,2,6,22,8,3,45,34,11,20,10,4,11,0,0,881,548,333,392,89,67,221,68,44,576,289,287,214,52,23,210,51,26,10818,3974,3844,5336,2438,2718,4206,1230,926,40,20,8,24,4,12,784,178,134,428,104,46,"12"
"12081",399710,192728,206982,101161,39989,51578,101713,45472,59797,273101,130850,142251,54581,30436,45833,54830,34709,52712,31147,14926,16221,10346,2807,1773,10905,3028,2288,779,346,433,168,92,86,245,107,81,8433,3661,4772,2326,720,615,2942,1090,740,70979,35668,35311,28494,4701,2473,27410,4997,2904,15271,7277,7994,5246,1233,798,5381,1541,1072,202322,79978,103156,109162,60872,91666,20692,5614,3546,4652,1440,1230,336,184,172,56988,9402,4946,10492,2466,1596,"12"
"12083",375908,179961,195947,92399,35860,51702,94022,41429,60496,253837,121483,132354,51899,25952,43632,52453,29709,50192,42795,20210,22585,13669,3599,2942,14539,4277,3769,986,524,462,245,112,167,209,132,121,5973,2578,3395,1657,520,401,1910,763,722,55910,27381,28529,19504,4491,3386,19339,4945,4245,16407,7785,8622,5425,1186,1174,5572,1603,1447,184798,71720,103404,103798,51904,87264,27338,7198,5884,3314,1040,802,490,224,334,39008,8982,6772,10850,2372,2348,"12"
"12085",158431,78128,80303,37740,17268,23120,35041,18576,26686,119216,57853,61363,22446,14148,21259,21523,15339,24501,7277,4135,3142,2802,786,547,1921,671,550,218,109,109,59,15,35,58,35,16,2246,933,1313,575,214,144,787,317,209,24187,12534,11653,10046,1662,826,8954,1644,1055,5287,2564,2723,1812,443,309,1798,570,355,75480,34536,46240,44892,28296,42518,5604,1572,1094,1150,428,288,118,30,70,20092,3324,1652,3624,886,618,"12"
"12086",2701767,1299331,1402436,840746,263708,194877,844381,288605,269450,361517,187988,173529,114427,37322,36239,104247,31145,38137,378756,179147,199609,123449,32017,23681,128800,38537,32272,1589,849,740,595,167,87,467,147,126,41672,19477,22195,13038,3747,2692,14405,4466,3324,1856938,882442,974496,567357,185719,129366,574056,208675,191765,61295,29428,31867,21880,4736,2812,22406,5635,3826,1681492,527416,389754,228854,74644,72478,246898,64034,47362,26076,7494,5384,1190,334,174,1134714,371438,258732,43760,9472,5624,"12"
"12087",82874,42865,40009,21385,11185,10295,20432,10471,9106,54731,28650,26081,11792,8299,8559,11219,7554,7308,4517,2362,2155,1717,412,233,1507,382,266,169,71,98,43,22,6,56,29,13,1137,480,657,301,120,59,452,127,78,19432,9846,9586,6565,2043,1238,6283,2035,1268,2888,1456,1432,967,289,200,915,344,173,42770,22370,20590,23584,16598,17118,3434,824,466,602,240,118,86,44,12,13130,4086,2476,1934,578,400,"12"
"12089",90352,44029,46323,24377,9557,10095,24270,10766,11287,75817,36952,38865,19477,8313,9162,19289,9337,10239,4945,2482,2463,1536,544,402,1410,580,473,222,128,94,75,30,23,59,24,11,863,353,510,214,72,67,298,118,94,4449,2120,2329,1589,305,226,1746,351,232,4056,1994,2062,1486,293,215,1468,356,238,48754,19114,20190,38954,16626,18324,3072,1088,804,428,144,134,150,60,46,3178,610,452,2972,586,430,"12"
"12091",211668,106111,105557,69891,20333,15887,65050,21175,19332,146271,73562,72709,43885,15911,13766,40956,15888,15865,18896,9878,9018,7242,1726,910,6344,1620,1054,799,412,387,238,116,58,204,118,65,6578,2283,4295,1689,419,175,2080,1172,1043,22578,11641,10937,9996,1143,502,8963,1279,695,16546,8335,8211,6841,1018,476,6503,1098,610,139782,40666,31774,87770,31822,27532,14484,3452,1820,3378,838,350,476,232,116,19992,2286,1004,13682,2036,952,"12"
"12093",39644,21047,18597,12770,4197,4080,10636,3818,4143,24671,12537,12134,6254,2856,3427,5724,2841,3569,3318,2326,992,1759,386,181,650,201,141,263,116,147,77,22,17,97,35,15,332,163,169,103,25,35,112,32,25,9857,5285,4572,4163,809,313,3679,569,324,1203,620,583,414,99,107,374,140,69,25540,8394,8160,12508,5712,6854,3518,772,362,206,50,70,154,44,34,8326,1618,626,828,198,214,"12"
"12095",1429908,696512,733396,495228,123555,77729,503536,130234,99626,531362,265504,265858,167217,57427,40860,163106,53844,48908,263624,125368,138256,92975,20832,11561,98804,23775,15677,2207,1112,1095,692,256,164,706,254,135,76870,36496,40374,25320,6602,4574,27145,7754,5475,473025,228285,244740,177113,33080,18092,180098,38532,26110,82820,39747,43073,31911,5358,2478,33677,6075,3321,990456,247110,155458,334434,114854,81720,185950,41664,23122,50640,13204,9148,1384,512,328,354226,66160,36184,63822,10716,4956,"12"
"12097",388656,187943,200713,129248,34527,24168,132142,38083,30488,113362,55810,57552,31937,13041,10832,32435,12716,12401,35145,17210,17935,12236,2951,2023,11903,3452,2580,562,255,307,183,46,26,202,47,58,11370,5243,6127,3313,1156,774,3742,1322,1063,211089,101094,109995,75275,16055,9764,77369,19120,13506,17128,8331,8797,6304,1278,749,6491,1426,880,258496,69054,48336,63874,26082,21664,24472,5902,4046,6626,2312,1548,366,92,52,150550,32110,19528,12608,2556,1498,"12"
"12099",1492191,716347,775844,413161,143035,160151,416239,157669,201936,779759,374941,404818,163133,85276,126532,158403,90497,155918,255724,120508,135216,86596,21071,12841,93051,24847,17318,1536,765,771,480,172,113,447,183,141,43356,19853,23503,13114,4080,2659,14946,5102,3455,349933,171365,178568,128398,27664,15303,126354,30831,21383,61883,28915,32968,21440,4772,2703,23038,6209,3721,826322,286070,320302,326266,170552,253064,173192,42142,25682,26228,8160,5318,960,344,226,256796,55328,30606,42880,9544,5406,"12"
"12101",561891,271660,290231,157087,56462,58111,159789,60838,69604,392375,190099,202276,96514,43332,50253,97120,45949,59207,31601,15578,16023,11347,2705,1526,11202,2916,1905,1388,741,647,405,179,157,358,173,116,16408,7306,9102,5031,1302,973,5843,1822,1437,93157,45017,48140,34060,6914,4043,35079,7615,5446,26962,12919,14043,9730,2030,1159,10187,2363,1493,314174,112924,116222,193028,86664,100506,22694,5410,3052,10062,2604,1946,810,358,314,68120,13828,8086,19460,4060,2318,"12"
"12103",959107,460299,498808,243057,108725,108517,245835,119300,133673,684463,329539,354924,150487,85036,94016,149252,91546,114126,91431,43443,47988,29546,8595,5302,31128,9710,7150,1942,980,962,496,302,182,483,279,200,33700,15265,18435,9826,3261,2178,11222,4224,2989,102439,49718,52721,36926,7994,4798,37039,9142,6540,45132,21354,23778,15776,3537,2041,16711,4399,2668,486114,217450,217034,300974,170072,188032,59092,17190,10604,19652,6522,4356,992,604,364,73852,15988,9596,31552,7074,4082,"12"
"12105",725046,352222,372824,218118,65893,68211,220439,71455,80930,392621,190437,202184,96782,41243,52412,96913,44070,61201,100950,48628,52322,34596,8280,5752,35591,9499,7232,1623,763,860,416,207,140,468,233,159,13181,5934,7247,3727,1182,1025,4366,1537,1344,187695,92741,94954,72371,12825,7545,72139,13615,9200,28976,13719,15257,10226,2156,1337,10962,2501,1794,436236,131786,136422,193564,82486,104824,69192,16560,11504,7454,2364,2050,832,414,280,144742,25650,15090,20452,4312,2674,"12"
"12107",73321,36297,37024,19962,7893,8442,19383,8376,9265,50541,25296,25245,12207,5965,7124,11442,6294,7509,11274,5349,5925,3614,1037,698,3814,1122,989,280,117,163,52,39,26,101,38,24,469,208,261,130,54,24,133,72,56,7816,3907,3909,3028,537,342,2911,532,466,2941,1420,1521,931,261,228,982,318,221,39924,15786,16884,24414,11930,14248,7228,2074,1396,260,108,48,104,78,52,6056,1074,684,1862,522,456,"12"
"51810",459470,224059,235411,153351,40925,29783,149799,46020,39592,269566,133216,136350,83248,27729,22239,78781,29383,28186,82583,38957,43626,28442,6792,3723,29268,8461,5897,1184,549,635,374,107,68,419,143,73,33756,15742,18014,10623,2764,2355,11008,3796,3210,40404,20005,20399,17256,2004,745,16745,2378,1276,31977,15590,16387,13408,1529,653,13578,1859,950,306702,81850,59566,166496,55458,44478,56884,13584,7446,21246,5528,4710,748,214,136,34512,4008,1490,26816,3058,1306,"51"
"51820",22196,10585,11611,6701,1994,1890,6790,2305,2516,16074,7531,8543,4339,1538,1654,4527,1815,2201,2610,1278,1332,882,243,153,853,269,210,33,21,12,15,1,5,9,2,1,258,109,149,79,21,9,91,41,17,1945,1033,912,868,132,33,770,91,51,1276,613,663,518,59,36,540,87,36,13402,3988,3780,8678,3076,3308,1764,486,306,158,42,18,30,2,10,1736,264,66,1036,118,72,"51"
"51830",15425,7265,8160,5287,854,1124,5806,1013,1341,7370,3453,3917,1985,548,920,2142,636,1139,5648,2673,2975,2351,196,126,2622,228,125,20,10,10,3,4,3,6,1,3,497,215,282,163,38,14,211,45,26,1215,595,620,528,43,24,532,58,30,675,319,356,257,25,37,293,45,18,10574,1708,2248,3970,1096,1840,4702,392,252,326,76,28,6,8,6,1056,86,48,514,50,74,"51"
"51840",28120,13856,14264,9348,2478,2030,9071,2527,2666,17623,8447,9176,5037,1727,1683,5027,1871,2278,2800,1433,1367,1002,287,144,902,261,204,66,49,17,25,14,10,14,1,2,700,326,374,220,60,46,257,67,50,5494,2884,2610,2482,304,98,2271,242,97,1437,717,720,582,86,49,600,85,35,18696,4956,4060,10074,3454,3366,2004,574,288,440,120,92,50,28,20,4964,608,196,1164,172,98,"51"
"53001",20613,10508,10105,7875,1473,1160,7452,1449,1204,6829,3405,3424,1924,654,827,1878,695,851,24,9,15,5,0,4,14,1,0,63,21,42,16,5,0,30,4,8,129,74,55,46,11,17,35,14,6,13120,6768,6352,5704,771,293,5338,705,309,448,231,217,180,32,19,157,30,30,15750,2946,2320,3848,1308,1654,10,0,8,92,22,34,32,10,0,11408,1542,586,360,64,38,"53"
"53003",22285,10848,11437,6099,2189,2560,6151,2471,2815,19473,9495,9978,5032,2029,2434,5128,2234,2616,113,64,49,50,5,9,40,7,2,262,131,131,102,14,15,95,24,12,206,80,126,63,8,9,70,31,25,915,432,483,365,43,24,376,46,61,1316,646,670,487,90,69,442,129,99,12198,4378,5120,10064,4058,4868,100,10,18,126,16,18,204,28,30,730,86,48,974,180,138,"53"
"53005",206873,102845,104028,69823,17863,15159,68129,18528,17371,135718,67467,68251,40491,13783,13193,39036,14188,15027,2621,1465,1156,1109,222,134,898,171,87,1191,606,585,417,115,74,389,121,75,6244,2865,3379,1996,551,318,2256,660,463,49339,24628,24711,21251,2414,963,21113,2504,1094,11760,5814,5946,4559,778,477,4437,884,625,139646,35726,30318,80982,27566,26386,2218,444,268,3992,1102,636,834,230,148,42502,4828,1926,9118,1556,954,"53"
"53007",79074,39510,39564,24333,7538,7639,23148,7789,8627,52093,25674,26419,13137,5651,6886,12629,5966,7824,253,152,101,108,24,20,75,16,10,408,210,198,135,51,24,114,42,42,787,327,460,214,59,54,298,105,57,22104,11466,10638,9467,1495,504,8852,1337,449,3429,1681,1748,1272,258,151,1180,323,245,48666,15076,15278,26274,11302,13772,216,48,40,428,118,108,270,102,48,18934,2990,1008,2544,516,302,"53"
"53009",77155,37980,39175,18922,7557,11501,17372,8615,13188,61164,29973,31191,13182,6287,10504,12259,7103,11829,571,403,168,293,68,42,103,34,31,3931,1949,1982,1372,360,217,1280,404,298,1234,496,738,277,100,119,322,198,218,4732,2478,2254,1960,308,210,1648,317,289,5523,2681,2842,1838,434,409,1760,559,523,37844,15114,23002,26364,12574,21008,586,136,84,554,200,238,2744,720,434,3920,616,420,3676,868,818,"53"
"53011",503311,248600,254711,165035,46230,37335,161540,48023,45148,366727,180970,185757,111101,37105,32764,108262,38148,39347,10850,5949,4901,4215,1151,583,3589,818,494,3051,1457,1594,964,319,174,979,368,247,23910,10644,13266,7105,2162,1377,8238,3021,2007,58790,29813,28977,25657,3068,1088,24693,2880,1404,39983,19767,20216,15993,2425,1349,15779,2788,1649,330070,92460,74670,222202,74210,65528,8430,2302,1166,14210,4324,2754,1928,638,348,51314,6136,2176,31986,4850,2698,"53"
"53013",3952,1962,1990,941,465,556,906,492,592,3347,1680,1667,769,391,520,699,435,533,6,4,2,2,1,1,0,0,2,41,20,21,13,0,7,6,9,6,21,6,15,0,3,3,7,2,6,304,142,162,102,23,17,117,26,19,233,110,123,55,47,8,77,20,26,1882,930,1112,1538,782,1040,4,2,2,0,6,6,26,0,14,204,46,34,110,94,16,"53"
"53015",110730,54838,55892,33767,10769,10302,33043,11243,11606,88067,43537,44530,24966,9182,9389,24487,9577,10466,746,416,330,296,75,45,245,57,28,1409,717,692,457,174,86,464,131,97,1721,714,1007,459,127,128,548,244,215,10802,5541,5261,4705,571,265,4447,504,310,7985,3913,4072,2884,640,389,2852,730,490,67534,21538,20604,49932,18364,18778,592,150,90,918,254,256,914,348,172,9410,1142,530,5768,1280,778,"53"
"53017",42938,21629,21309,14013,3906,3710,13338,3969,4002,25445,12593,12852,6532,2785,3276,6382,2914,3556,117,62,55,43,12,7,39,12,4,338,173,165,137,12,24,89,41,35,406,189,217,139,31,19,112,67,38,14637,7637,7000,6427,901,309,5979,750,271,1995,975,1020,735,165,75,737,185,98,28026,7812,7420,13064,5570,6552,86,24,14,278,62,38,274,24,48,12854,1802,618,1470,330,150,"53"
"53019",7178,3646,3532,1760,784,1102,1702,806,1024,5056,2576,2480,1043,580,953,1032,588,860,21,17,4,10,5,2,3,0,1,1293,617,676,420,123,74,459,140,77,43,17,26,5,5,7,10,9,7,210,105,105,78,17,10,64,23,18,555,314,241,204,54,56,134,46,61,3520,1568,2204,2086,1160,1906,20,10,4,10,10,14,840,246,148,156,34,20,408,108,112,"53"
"53021",96749,49999,46750,38312,6951,4736,35299,6583,4868,37225,19229,17996,12463,3461,3305,11248,3314,3434,1603,1097,506,800,201,96,338,94,74,437,280,157,200,57,23,101,21,35,1796,830,966,570,165,95,657,202,107,52445,26861,25584,22904,2855,1102,21771,2752,1061,3243,1702,1541,1375,212,115,1184,200,157,76624,13902,9472,24926,6922,6610,1600,402,192,1140,330,190,400,114,46,45808,5710,2204,2750,424,230,"53"
"53023",2286,1165,1121,608,238,319,576,244,301,2055,1056,999,528,229,299,489,217,293,3,0,3,0,0,0,3,0,0,18,14,4,12,0,2,2,2,0,9,2,7,1,0,1,6,0,1,110,51,59,42,2,7,45,14,0,91,42,49,25,7,10,31,11,7,1216,476,638,1056,458,598,0,0,0,2,0,2,24,0,4,84,4,14,50,14,20,"53"
"53025",99123,50773,48350,35378,8390,7005,32878,8004,7468,50250,25394,24856,14448,5347,5599,13598,5265,5993,651,377,274,230,90,57,158,71,45,830,433,397,292,88,53,257,85,55,1153,533,620,365,98,70,424,103,93,42401,22173,20228,18651,2465,1057,17060,2155,1013,3838,1863,1975,1392,302,169,1381,325,269,70756,16780,14010,28896,10694,11198,460,180,114,730,196,140,584,176,106,37302,4930,2114,2784,604,338,"53"
"53027",75636,38714,36922,22309,8205,8200,19987,8090,8845,57068,28842,28226,14706,6755,7381,13479,6799,7948,972,739,233,536,138,65,183,20,30,3495,1779,1716,1323,293,163,1219,301,196,1024,479,545,265,125,89,262,155,128,7834,4183,3651,3518,481,184,3146,318,187,5243,2692,2551,1961,413,318,1698,497,356,44618,16410,16400,29412,13510,14762,1072,276,130,530,250,178,2646,586,326,7036,962,368,3922,826,636,"53"
