"FIPS","AllRace_Total","AllRace_50-","AllRace_50-65","AllRace_65+","AllRace_Male","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_50-","W_50-65","W_65+","W_Male","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_50-","B_50-65","B_65+","B_Male","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_50-","I_50-65","I_65+","I_Male","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_50-","A_50-65","A_65+","A_Male","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_50-","H_50-65","H_65+","H_Male","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_50-","O_50-65","O_65+","O_Male","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female","O_Female_50-","O_Female_50-65","O_Female_65+","state"
"01001",327,44,116,167,174,18,63,93,153,26,53,74,256,31,88,137,133,12,46,75,123,19,42,62,59,10,25,24,35,4,16,15,24,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,9,10,1,1,8,1,0,0,1,"01"
"01003",1384,135,376,873,745,48,196,501,639,87,180,372,1255,117,330,808,674,41,170,463,581,75,161,345,87,13,32,42,44,5,17,22,42,8,14,20,5,0,2,3,4,0,2,2,1,0,0,1,6,2,3,1,2,0,2,0,4,2,1,1,11,3,3,5,5,1,2,2,7,2,1,3,20,1,6,13,16,0,6,10,4,1,0,3,"01"
"01005",157,11,52,95,90,4,30,56,67,7,22,39,96,5,30,60,55,2,17,35,41,3,13,25,59,6,20,33,34,2,12,20,25,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,1,0,0,0,0,"01"
"01007",132,18,44,70,77,8,27,42,55,10,17,27,105,13,33,60,61,6,19,36,45,7,14,24,24,4,11,10,15,2,7,6,9,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,1,1,1,0,0,1,"01"
"01009",325,35,101,190,172,13,56,103,154,22,45,87,309,29,97,182,164,11,54,99,145,18,43,84,5,1,2,4,2,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,2,3,1,0,2,3,2,1,0,4,0,3,1,1,0,1,0,3,0,2,1,"01"
"01011",59,8,17,34,31,3,9,19,28,5,7,16,16,1,4,11,8,0,2,6,8,1,2,5,40,6,12,21,21,3,7,11,18,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,0,1,2,0,0,0,0,"01"
"01013",123,15,40,68,63,4,22,37,60,10,19,31,75,10,21,44,40,3,13,24,35,6,9,20,45,5,17,22,21,1,8,12,24,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,"01"
"01015",704,84,218,402,367,30,118,219,337,55,99,183,569,66,167,336,301,23,91,187,269,43,77,149,114,15,42,57,55,5,23,27,59,10,19,30,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,0,1,0,3,1,1,1,7,3,1,3,4,2,1,1,3,1,0,2,10,3,5,2,9,3,4,2,1,0,1,0,"01"
"01017",218,23,74,120,121,8,41,72,97,15,33,49,144,14,45,86,82,5,25,52,63,8,21,34,69,8,27,34,38,2,16,20,31,6,11,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,3,0,1,2,1,0,0,1,"01"
"01019",157,16,49,91,89,5,28,56,68,11,22,35,147,15,45,87,84,4,26,53,63,10,20,33,6,2,3,1,4,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,3,1,0,2,1,1,0,0,"01"
"01021",225,27,77,121,124,10,43,72,101,17,35,49,198,23,67,109,108,8,36,65,90,15,31,44,20,1,9,10,13,0,7,6,7,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,4,1,1,2,0,0,0,0,3,0,1,2,3,0,1,2,0,0,0,0,"01"
"01023",82,7,25,50,48,2,16,29,35,5,9,21,49,3,16,31,30,2,9,19,19,1,7,11,32,3,10,19,17,0,7,10,15,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,"01"
"01025",158,17,52,89,86,7,29,50,73,10,24,39,89,9,23,58,50,3,13,33,40,5,10,24,67,9,27,31,34,3,15,16,33,5,13,14,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,"01"
"01027",93,9,29,55,49,2,15,32,44,7,14,23,81,7,25,49,43,1,13,29,38,6,12,20,10,1,5,5,4,1,1,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,1,0,0,1,"01"
"01029",85,8,29,48,48,4,16,28,37,4,13,20,79,7,27,45,45,3,15,27,34,3,13,18,3,0,2,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,1,2,0,1,1,"01"
"01031",273,36,81,156,143,15,41,88,129,21,40,68,216,25,62,129,114,11,30,72,102,14,32,56,41,7,14,20,23,3,8,12,18,4,6,8,2,0,1,1,1,0,1,0,1,0,0,1,2,1,0,1,1,0,0,1,1,1,0,0,10,2,3,5,4,1,1,2,6,1,2,3,2,0,1,1,2,0,1,1,0,0,0,0,"01"
"01033",354,36,113,204,192,13,64,115,162,23,50,89,295,30,92,173,159,11,51,98,136,19,42,75,50,5,17,28,26,1,11,14,24,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,7,0,2,5,1,0,0,1,"01"
"01035",77,6,26,46,42,3,14,26,35,3,12,20,47,4,12,31,25,2,5,18,23,2,7,13,28,3,11,14,16,1,7,7,12,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,"01"
"01037",64,9,19,36,34,3,11,20,31,5,9,17,44,5,13,26,22,2,6,14,22,3,7,12,19,6,2,10,11,3,1,6,8,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,"01"
"01039",224,23,71,130,117,10,36,71,107,13,36,59,196,19,61,116,103,8,31,64,93,11,30,52,23,3,8,12,12,0,5,7,11,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,5,0,1,4,0,0,0,0,"01"
"01041",102,11,31,60,54,5,17,32,48,6,14,28,80,8,23,49,43,3,14,26,37,4,11,22,19,3,7,10,9,1,4,4,10,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,2,1,0,0,1,"01"
"01043",470,58,146,266,240,26,74,140,230,33,72,126,457,56,141,260,233,25,71,137,225,31,71,123,7,0,3,4,4,0,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,1,0,1,1,0,0,1,3,0,0,3,3,0,0,3,0,0,0,0,"01"
"01045",265,32,81,153,141,11,44,86,124,21,37,67,211,22,63,126,114,8,34,72,97,15,28,54,43,7,16,21,23,2,9,12,21,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,4,0,3,1,1,0,0,1,6,0,3,3,5,0,2,3,1,0,1,0,"01"
"01047",234,26,81,127,120,8,45,67,114,18,35,60,90,8,27,55,46,3,15,28,44,5,12,27,139,17,53,70,71,5,29,37,68,12,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,2,0,0,2,3,0,0,3,"01"
"01049",336,40,100,197,179,16,50,113,157,24,49,84,313,32,94,187,167,12,47,107,146,20,46,80,5,0,3,2,3,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,2,4,2,0,2,4,3,1,0,10,2,4,4,7,0,4,3,3,2,0,1,"01"
"01051",501,63,172,266,274,25,95,153,227,38,77,113,407,49,132,226,215,17,69,129,192,32,63,97,76,10,34,32,46,7,21,18,31,3,13,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,1,1,1,3,1,1,1,0,0,0,0,14,0,5,9,11,0,3,8,3,0,2,1,"01"
"01053",201,21,73,106,109,11,42,57,91,10,32,50,140,13,49,77,77,7,27,43,63,6,22,35,52,8,21,23,27,4,12,11,25,4,9,12,7,0,2,5,4,0,1,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,"01"
"01055",635,69,197,369,326,26,102,199,309,43,95,171,553,58,167,328,285,22,86,177,267,35,82,151,70,9,25,36,35,3,13,19,35,6,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,1,0,2,1,0,1,8,0,3,5,7,0,3,4,1,0,0,1,"01"
"01057",106,11,33,62,55,5,19,31,51,6,14,31,90,9,27,54,46,4,15,27,44,5,12,27,12,0,6,6,6,0,4,2,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,0,2,2,0,0,0,0,"01"
"01059",171,20,49,102,94,8,26,60,77,12,23,42,159,17,46,96,87,7,24,56,72,10,22,40,5,0,3,3,3,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,3,1,2,0,1,0,1,0,3,0,1,2,3,0,1,2,0,0,0,0,"01"
"01061",162,16,46,99,94,5,29,60,68,10,19,39,145,14,42,90,83,4,26,53,63,10,16,37,14,1,4,8,10,1,2,6,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,3,0,1,2,"01"
"01063",54,4,19,31,27,1,12,15,27,3,7,16,14,1,6,7,8,0,4,4,6,1,2,3,40,3,13,24,19,1,7,11,21,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01"
"01065",87,8,32,46,50,4,17,29,37,4,15,18,40,6,12,22,21,3,6,12,19,3,6,10,44,5,16,23,27,4,8,15,17,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,1,2,0,1,1,"01"
"01067",117,10,37,70,69,4,22,42,48,6,15,27,83,7,27,50,47,2,15,31,36,5,12,19,31,2,11,18,20,2,8,10,11,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,1,1,1,0,0,1,1,0,1,0,"01"
"01069",591,68,180,343,311,26,96,189,280,42,84,154,454,49,126,279,234,16,67,151,220,33,59,127,125,15,51,59,70,7,28,35,55,8,23,24,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,2,0,1,1,3,1,2,0,4,2,0,2,3,2,0,1,1,0,0,1,3,2,1,0,1,0,1,0,2,2,0,0,"01"
"01071",324,33,107,184,166,12,55,100,158,22,52,84,304,31,100,174,158,11,52,95,147,20,48,79,8,0,5,5,4,0,3,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,3,6,0,5,1,6,0,4,2,"01"
"01073",3533,418,1192,1923,1826,154,652,1020,1707,264,540,903,2009,209,602,1198,1039,80,326,633,970,129,276,565,1407,177,550,680,729,61,304,364,678,117,245,316,4,1,1,2,2,0,1,1,2,1,0,1,32,7,12,14,14,2,4,8,19,5,8,6,36,15,12,9,18,7,7,4,18,8,5,5,45,2,17,26,33,1,12,20,12,1,5,6,"01"
"01075",97,10,32,55,49,4,16,30,48,7,15,26,86,9,27,51,44,3,14,27,42,6,13,24,10,3,3,4,5,0,3,2,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"01"
"01077",525,60,158,307,264,22,81,161,261,38,78,146,471,50,139,282,238,18,72,148,233,32,67,134,43,8,17,18,20,3,7,10,23,5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,1,0,2,1,1,0,8,0,4,4,7,0,3,4,1,0,1,0,"01"
"01079",211,24,68,118,106,8,36,63,105,17,32,56,181,21,56,104,91,6,31,54,90,15,25,49,26,3,10,14,14,1,5,8,12,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,1,2,0,2,1,1,0,1,0,1,0,"01"
"01081",572,82,189,301,300,31,97,172,272,50,93,129,415,57,127,231,220,22,61,136,195,35,66,94,134,18,55,61,69,6,32,31,65,12,22,30,1,0,1,0,1,0,1,0,0,0,0,0,13,4,4,5,5,2,1,2,8,2,3,3,4,1,1,2,2,1,1,0,2,0,0,2,5,0,2,3,1,0,1,0,4,0,1,3,"01"
"01083",519,66,186,267,275,26,100,149,244,41,85,118,442,52,154,236,235,21,83,131,207,31,71,105,56,8,25,23,30,3,14,13,26,5,11,11,1,0,0,1,1,0,0,1,0,0,0,0,5,2,2,1,2,1,1,0,3,1,1,1,8,3,3,2,3,1,1,1,5,2,2,1,7,0,4,3,5,0,2,3,2,0,2,0,"01"
"01085",79,9,24,45,45,4,15,26,33,5,9,19,27,3,7,17,16,0,5,11,11,3,2,6,50,6,17,27,28,3,11,14,22,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,1,1,0,0,0,0,"01"
"01087",115,10,38,67,65,4,22,39,50,7,15,28,22,0,9,13,14,0,5,8,9,0,4,5,90,9,29,52,49,3,17,29,41,6,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,"01"
"01089",1879,246,651,982,900,83,320,497,980,163,332,485,1436,166,482,789,693,56,237,400,744,110,245,389,342,60,138,144,152,19,66,67,189,41,72,77,2,0,0,2,1,0,0,1,1,0,0,1,30,7,8,15,8,2,2,4,21,5,6,10,26,8,8,9,13,3,4,6,13,4,5,3,43,5,17,21,29,2,13,14,14,3,4,7,"01"
"01091",115,14,35,66,62,5,21,36,53,9,14,30,55,6,13,36,26,2,7,17,29,4,6,19,56,7,21,28,33,3,13,17,23,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,3,1,1,1,1,0,1,0,"01"
"01093",187,17,56,115,107,6,32,69,81,11,24,46,179,15,53,111,102,5,30,67,77,10,23,44,5,0,4,1,4,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,1,"01"
"01095",517,65,165,287,268,25,88,155,249,40,77,132,484,54,154,276,252,20,83,149,233,34,71,128,9,1,3,5,4,0,1,3,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,14,8,4,2,7,4,2,1,7,4,3,0,9,1,4,4,4,1,1,2,5,0,3,2,"01"
"01097",2174,247,743,1184,1126,89,410,627,1049,158,334,557,1447,157,452,838,751,57,244,450,697,99,209,388,671,80,269,322,338,27,151,160,333,53,117,162,6,1,2,3,5,1,2,2,1,0,0,1,18,3,7,8,10,2,3,5,8,1,4,3,15,2,5,7,9,1,4,4,5,1,1,3,17,2,8,7,13,2,5,6,4,0,3,1,"01"
"01099",122,13,43,66,64,4,24,36,58,9,20,30,76,6,28,42,40,2,15,23,36,4,13,19,42,6,15,22,22,2,9,12,20,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,4,0,1,3,0,0,0,0,"01"
"01101",1190,137,402,651,599,50,207,343,591,88,194,308,567,51,159,357,294,20,85,189,273,31,74,168,574,77,227,271,276,26,114,136,298,51,113,134,2,0,1,1,1,0,0,1,1,0,1,0,15,4,5,6,6,1,1,4,9,3,4,2,8,4,2,3,3,1,1,1,5,3,1,1,24,1,8,15,20,0,6,14,4,1,2,1,"01"
"01103",730,87,225,418,387,33,121,233,343,54,104,185,632,68,191,373,337,26,104,207,296,42,87,167,75,11,28,36,37,3,15,20,38,8,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,3,6,9,3,1,4,6,3,2,2,8,0,3,5,4,0,1,3,4,0,2,2,"01"
"01105",53,6,18,29,27,3,10,15,26,3,8,15,19,0,5,14,9,0,3,6,10,0,2,8,32,4,13,15,16,1,7,8,15,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,1,0,0,1,"01"
"01107",133,17,45,70,64,5,20,39,69,12,25,32,76,9,23,44,40,2,12,25,36,7,11,18,53,6,21,25,23,2,8,13,30,4,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,0,1,2,3,0,1,2,0,0,0,0,"01"
"01109",167,15,56,96,86,7,27,53,81,9,28,44,108,8,31,69,57,4,14,39,51,4,17,30,54,7,22,24,28,3,12,13,26,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,2,1,0,0,1,2,0,1,1,1,0,0,1,1,0,1,0,"01"
"01111",138,15,45,78,72,6,22,44,66,9,23,34,116,11,37,68,60,4,18,38,56,7,19,29,20,3,7,10,11,1,4,6,9,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,1,1,0,0,0,0,"01"
"01113",250,30,89,131,127,12,47,68,123,19,41,63,151,16,50,85,76,7,25,44,75,9,25,42,90,13,36,41,48,4,21,23,42,9,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,8,0,5,3,7,0,4,3,1,0,1,0,"01"
"01115",515,62,171,282,278,24,96,158,237,38,75,124,466,51,149,265,250,19,83,148,215,32,66,117,34,7,17,10,20,3,10,7,14,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,7,7,9,0,5,4,6,1,2,3,"01"
"01117",1032,143,328,561,534,47,176,311,498,96,152,251,893,114,273,506,464,39,146,279,429,75,127,227,92,18,37,37,46,4,21,21,46,15,15,16,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,5,6,0,2,4,6,3,1,1,21,6,8,6,12,3,3,5,9,3,5,1,15,2,5,8,9,0,5,4,6,2,0,4,"01"
"01119",73,7,26,40,38,2,15,22,34,5,11,18,19,0,6,13,12,0,3,8,8,0,3,5,52,5,21,26,25,2,11,13,26,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,"01"
"01121",488,62,159,267,254,24,85,145,233,38,74,121,353,40,108,205,184,15,57,112,169,25,51,93,122,19,47,57,64,7,26,30,59,12,20,26,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,3,1,0,2,1,0,0,1,2,1,0,1,8,2,3,3,6,1,2,3,2,1,1,0,"01"
"01123",295,29,92,173,162,8,51,103,133,21,41,71,223,20,66,137,122,5,36,81,101,15,30,56,68,8,25,36,38,3,14,21,31,5,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,3,1,0,0,1,"01"
"01125",936,126,308,503,498,50,175,273,438,76,132,230,643,75,195,373,339,32,107,200,304,44,87,173,264,43,104,117,139,15,61,63,125,28,43,54,1,0,0,1,1,0,0,1,0,0,0,0,7,2,1,4,4,1,1,2,3,1,0,2,8,3,3,2,5,2,2,1,3,1,1,1,13,1,7,5,12,0,7,5,1,1,0,0,"01"
"01127",454,49,145,260,234,17,82,135,220,31,64,125,423,44,134,245,216,16,73,126,207,29,60,119,25,0,13,13,14,0,7,7,11,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,6,0,1,5,0,0,0,0,"01"
"01129",93,11,31,52,50,3,19,28,44,7,13,24,68,8,20,39,35,3,12,20,32,5,8,19,25,3,10,12,14,1,6,7,11,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01"
"01131",70,6,26,37,38,2,14,21,32,4,12,16,25,2,7,16,15,0,5,10,10,2,2,6,44,5,18,21,23,1,8,11,21,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,"01"
"01133",150,14,45,90,87,7,25,55,63,7,20,36,146,14,44,89,85,7,24,54,61,7,19,35,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,1,1,1,0,0,0,0,"01"
"02013",5,0,5,0,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,2,0,2,0,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02"
"02016",10,1,7,4,6,0,4,1,5,1,3,1,2,0,2,0,2,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,5,0,3,2,4,0,3,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02"
"02020",1256,195,437,624,636,70,218,348,620,125,219,276,888,119,306,462,464,43,157,264,424,77,149,198,59,8,25,26,36,3,16,18,23,5,9,9,140,26,52,62,60,10,22,28,80,16,30,33,107,26,35,46,43,8,12,23,64,19,22,23,54,13,17,24,27,5,9,13,27,8,7,11,8,3,2,4,6,1,2,2,2,0,2,2,"02"
"02050",48,8,19,21,28,3,11,14,20,5,8,7,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,8,17,20,26,3,9,13,19,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02"
"02060",4,0,2,2,1,0,0,1,3,0,2,1,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02"
"02063",28,4,9,14,17,2,5,8,13,2,4,5,23,3,8,10,13,2,4,6,10,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,2,0,0,1,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02"
"02066",11,1,4,8,6,1,2,5,4,0,2,3,8,1,3,6,5,0,2,4,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02"
"02068",8,0,4,4,5,0,2,3,3,0,2,1,8,1,3,4,5,1,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02"
