"DemandID","Demand","SupplyID","Supply","TravelCost","AllFlows","EstFlow","f(d)"
"247",35825,"169",291,191.151995713401,1,69,0.000027367953720432297
"247",35825,"191",206,24.8630707050454,64,375,0.001617672005757207
"247",35825,"201",226,34.6715686206553,5,295,0.0008318653193752066
"247",35825,"209",320,19.8417275571169,97,729,0.002540042806743892
"247",35825,"213",1013,13.6499754311884,1106,3356,0.005367057654448295
"247",35825,"216",1709,11.0041931638802,3450,7023,0.008258165638515886
"247",35825,"218",56,11.1882550596763,83,226,0.007988684744956311
"247",35825,"219",35,14.7369323560816,9,107,0.004604535438651325
"247",35825,"255",265,17.0632159400117,52,702,0.0034346162957205207
"247",35825,"270",738,76.6170069914909,1,436,0.000170352940755878
"247",35825,"279",684,221.846741822128,1,139,0.000020318605133100395
"247",35825,"300",155,84.1315122500667,2,83,0.0001412806255874351
"247",35825,"301",231,80.1170921735776,4,130,0.000155793610933094
"247",35825,"302",320,79.7560437702154,3,181,0.00015720733079592941
"247",35825,"303",942,81.9108547834541,1,520,0.00014904488761413148
"247",35825,"384",331,110.887872068443,2,135,0.0000813264660739184
"247",35825,"469",403,175.512594052367,1,104,0.00003246260966979171
"247",35825,"479",359,75.8216135447872,2,214,0.00017394580335541927
"247",35825,"525",122,23.4647656811949,11,235,0.001816216247939789
"247",35825,"539",235,21.712408899954,18,489,0.0021212115416058466
"247",35825,"541",83,19.3562340566207,7,194,0.0026690595899168962
"247",35825,"543",174,17.865588311126,40,440,0.0031330357893020362
"247",35825,"544",316,43.8141378559703,2,326,0.0005209205126176824
"247",35825,"550",399,11.5287245347507,635,1565,0.007523804033125787
"247",35825,"588",145,62.7495443985983,3,104,0.00025396791068463693
"247",35825,"621",1039,201.695916503529,1,233,0.000024581353291804978
"247",35825,"625",304,210.183751898343,1,65,0.000022636106035492278
"247",35825,"626",178,212.744543438549,3,38,0.00002209444720451597
"247",35825,"632",142,243.870591175895,2,26,0.000016814390831106704
"247",35825,"670",155,203.799577226731,1,34,0.00002407650491773699
"247",35825,"720",336,109.025663045844,2,139,0.00008412838015890512
"247",35825,"730",532,153.532543042086,1,157,0.00004242277886125306
"247",35825,"739",1677,214.782748546274,5,353,0.00002167710137473461
"247",35825,"744",472,62.2279288562611,4,343,0.00025824344519810734
"247",35825,"801",501,141.765903605094,2,160,0.00004975725568295333
"247",35825,"806",620,142.387805066335,1,197,0.0000493235593655918
"247",35825,"810",878,136.976820349691,1,290,0.00005329737732185456
"247",35825,"816",357,209.880623691227,2,77,0.000022701539396742443
"247",35825,"818",726,223.899530547673,1,147,0.000019947737016979792
"247",35825,"858",792,238.96302824888,1,150,0.000017512113913322403
"247",35825,"946",339,411.212656834607,1,37,0.000005913805720717647
"247",35825,"980",921,75.0345685716049,3,555,0.0001776140103743475
"247",35825,"981",125,101.119671574167,4,56,0.0000977977130616692
"247",35825,"983",214,118.962285721331,1,81,0.0000706612636732102
"248",32844,"16",1018,84.0081044082672,7,484,0.00014169601272933776
"248",32844,"22",194,34.2481997287495,1,226,0.0008525591207729665
"248",32844,"51",519,55.7318440200131,1,372,0.0003219535173176504
"248",32844,"80",100,110.264103712353,1,36,0.0000822492027027341
"248",32844,"151",340,20.2187391643588,34,671,0.002446199430866977
"248",32844,"191",206,23.4710252458413,79,350,0.0018152476317915204
"248",32844,"201",226,32.174236447065,1,280,0.000966014180831692
"248",32844,"204",204,54.9544270743767,2,148,0.000331127027866726
"248",32844,"209",320,16.0177933148749,241,797,0.00389757632935458
"248",32844,"213",1013,12.2579299719843,816,3299,0.00665527074892945
"248",32844,"216",1709,9.08041388712198,2048,7513,0.012127986687672457
"248",32844,"218",56,14.7133264011911,44,152,0.004619322258054442
"248",32844,"219",35,7.85173268209701,5,178,0.016220677486641112
"248",32844,"235",220,141.451033123745,1,62,0.00004997902187582054
"248",32844,"255",265,9.78469188393096,784,1081,0.010444933783847964
"248",32844,"298",139,85.7051389314972,1,65,0.00013614016526596834
"248",32844,"301",231,84.9440818795712,1,109,0.00013859059099769966
"248",32844,"302",320,84.583033476209,1,151,0.00013977628284737823
"248",32844,"304",200,93.0930210004418,1,86,0.00011538935665773616
"248",32844,"326",654,103.133564675186,2,253,0.00009401560440095612
"248",32844,"368",120,100.327576809071,1,48,0.00009934805157552624
"248",32844,"374",788,54.6625154510507,4,575,0.0003346730747826548
"248",32844,"386",194,122.568249387198,1,63,0.00006656470835855165
"248",32844,"450",424,165.411676684204,1,102,0.00003654834133622311
"248",32844,"525",122,31.9562035345643,7,152,0.0009792411219516025
"248",32844,"534",214,138.29399206445,2,62,0.000052286957697498284
"248",32844,"539",235,22.9200095971884,11,409,0.0019035768286931808
"248",32844,"541",83,20.5638347538551,12,161,0.0023647856936647197
"248",32844,"543",174,22.673488164538,30,306,0.0019451957985488159
"248",32844,"550",399,18.5100997113461,17,860,0.0029186531271660136
"248",32844,"556",84,26.5616995033406,3,126,0.0014173864664589484
"248",32844,"572",180,216.009374543544,1,33,0.000021431610174907605
"248",32844,"588",145,54.9471821574753,1,105,0.00033121435339872335
"248",32844,"599",291,48.6073041354362,1,239,0.00042324996445288577
"248",32844,"601",335,105.371222293188,1,127,0.0000900649815345146
"248",32844,"647",323,198.736985257011,2,65,0.00002531877008235725
"248",32844,"651",823,192.734109318138,1,170,0.000026920482382600373
"248",32844,"655",459,190.347391010131,1,96,0.000027599813212813435
"248",32844,"658",656,198.87069643555,2,132,0.000025284735259169657
"248",32844,"713",230,140.745598857457,1,65,0.00005048127943714619
"248",32844,"730",532,154.737793603475,1,137,0.000041764491688969
"248",32844,"744",472,60.8358833970569,2,310,0.0002701969002216932
"248",32844,"766",198,70.2612576435411,1,112,0.00020256675061658755
"248",32844,"773",99,128.005630550835,1,31,0.00006102978689247509
"248",32844,"787",666,217.379883382502,1,122,0.000021162223517364104
"248",32844,"810",878,135.584774890486,2,258,0.000054397401093015356
"248",32844,"818",726,225.104781109062,2,129,0.000019734701482892957
"248",32844,"850",225,124.795272962875,1,72,0.00006421015664182393
"248",32844,"858",792,247.454466102249,1,128,0.000016330873212999234
"248",32844,"980",921,83.5260064249743,4,440,0.0001433364240389153
"248",32844,"981",125,109.611109427537,7,46,0.00008323210014166882
"249",6151,"16",1018,87.0267944118684,1,75,0.0001320365069293085
"249",6151,"20",72,68.5384306465664,1,7,0.0002128784444320398
"249",6151,"22",194,37.2791520446027,1,33,0.0007195615513128738
"249",6151,"104",208,168.066302271693,1,8,0.00003540288953570644
"249",6151,"149",20,104.231134533696,1,1,0.00009204603172612291
"249",6151,"151",340,15.5340814306392,11,140,0.004144086817141493
"249",6151,"160",156,45.9622553307242,1,22,0.00047336630180733636
"249",6151,"191",206,18.7863675121217,7,70,0.002833442291858531
"249",6151,"201",226,28.5948654277315,1,51,0.0012229927596796321
"249",6151,"209",320,4.10859618612453,119,498,0.05923973166207085
"249",6151,"213",1013,6.47638535877336,117,1001,0.023841558169124387
