"Source","Target","Scale"
110000,120000,535.8032900989202
110000,130100,131.87130544152
110000,130200,117.86477711796007
110000,130300,123.75965571372001
110000,130400,97.37730722124002
110000,130500,57.99791160647996
110000,130600,503.2558891177198
110000,130700,246.8788490411998
110000,130800,156.82340393459995
110000,130900,85.25707270919999
110000,131000,967.7027950016399
110000,131100,62.217022813559964
110000,140100,52.03867451904
110000,140200,44.14609013687998
110000,140300,7.714430198999998
110000,140400,11.6360883234
110000,140500,5.723604795599997
110000,140600,8.831460400920001
110000,140700,17.05300487639999
110000,140800,16.534401981120006
110000,140900,20.750850050759986
110000,141000,19.725538400639994
110000,141100,9.798740093519998
110000,150100,45.88615423044001
110000,150200,20.08182254796
110000,150300,2.2078874343599972
110000,150400,33.53587053624002
110000,150500,11.991429714959999
110000,150600,12.933416289239988
110000,150700,7.559576177759999
110000,150800,5.791717815480006
110000,150900,24.78566979216
110000,152200,3.776773460040001
110000,152500,15.91894572372
110000,152900,1.6250182642799993
110000,210100,55.012655258639995
110000,210200,36.023182556039984
110000,210300,9.709360896240007
110000,210400,5.090763631320002
110000,210500,3.4548271502399985
110000,210600,6.69247671168
110000,210700,13.589601404039996
110000,210800,7.637612974200002
110000,210900,5.9567682268799995
110000,211000,3.9854706695999957
110000,211100,6.712773678720004
110000,211200,4.609748779560001
110000,211300,13.645692005400008
110000,211400,51.44961751272
110000,220100,32.79467089943998
110000,220200,10.022232973679985
110000,220300,6.139121786999997
110000,220400,2.2281411376799998
110000,220500,4.279416426359997
110000,220600,2.327716054440001
110000,220700,4.260033848879995
110000,220800,2.9581479450000012
110000,222400,5.5969328905200015
110000,230100,47.120750690040005
110000,230200,10.11402162288
110000,230300,2.380777764479998
110000,230400,1.544387578920001
110000,230500,1.9169083965599987
110000,230600,8.574386475960004
110000,230700,2.27358635292
110000,230800,4.71643599528
110000,230900,1.0825283037600002
110000,231000,5.347607409359999
110000,231100,1.7902575352799996
110000,231200,7.12777487508
110000,232700,0.6085757934000002
110000,310000,108.83743285535996
110000,320100,44.52740607708001
110000,320200,13.678044607439995
110000,320300,16.134699261239998
110000,320400,8.719069686839998
110000,320500,29.173256521560003
110000,320600,9.355472071200003
110000,320700,6.2647432063199995
110000,320800,4.837219686359998
110000,320900,7.274708525159994
110000,321000,9.502173167039999
110000,321100,4.583645926919996
110000,321200,5.566596754319995
110000,321300,4.781521380960001
110000,330100,48.88905025608
110000,330200,11.57491533816
110000,330300,7.573457089439997
110000,330400,6.62338471932
110000,330500,4.349672933039997
110000,330600,4.781802269519997
110000,330700,5.94557749692
110000,330800,1.8660024723600002
110000,330900,1.7765392586399995
110000,331000,3.712108512959999
110000,331100,1.3471457911199987
110000,340100,27.03284069399998
110000,340200,7.256269199159997
110000,340300,4.099527692999999
110000,340400,2.6537921751600004
110000,340500,3.373770609000001
110000,340600,2.489156710559999
110000,340700,1.4719959511200007
110000,340800,5.940848901600001
110000,341000,3.622350106079999
110000,341100,3.3205582940400027
110000,341200,10.930191875640004
110000,341300,5.658665051159995
110000,341500,3.752025705000002
110000,341600,5.036640280200005
110000,341700,2.1398622120000024
110000,341800,1.8979337674799996
110000,350100,11.862862610760008
110000,350200,14.136454792440002
110000,350300,2.119724270640001
110000,350400,1.39414623876
110000,350500,4.662018406800008
110000,350600,1.9735933143599977
110000,350700,1.7961555470399997
110000,350800,1.5777059990400006
110000,350900,1.7235922445999987
110000,360100,14.765671974599998
110000,360200,2.012231655719999
110000,360300,1.0899734868000006
110000,360400,6.067090946160004
110000,360500,0.8036979245999994
110000,360600,0.7584815862000001
110000,360700,3.685984052759999
110000,360800,3.5761335181199967
110000,360900,2.739257646840001
110000,361000,2.215003896720001
110000,361100,3.4674748498800008
110000,370100,67.80495140064008
110000,370200,57.42351053927999
110000,370300,21.71462242067998
110000,370400,8.956483777799992
110000,370500,11.13999242508
110000,370600,30.443183156159975
110000,370700,22.366012905720005
110000,370800,20.39674540608
110000,370900,20.82601634327998
110000,371000,18.658789188480007
110000,371100,7.3821646188
110000,371300,18.190109224080015
110000,371400,35.28077583456002
110000,371500,27.195740273520006
110000,371600,12.213316527120005
110000,371700,28.285206748920007
110000,410100,60.8871125556
110000,410200,10.485249165359992
110000,410300,18.99226301652
110000,410400,6.6639160047599955
110000,410500,24.27406158708001
110000,410600,4.843146919680003
110000,410700,14.108664136319986
110000,410800,7.110154728000004
110000,410900,17.845153817760007
110000,411000,8.028523331999999
110000,411100,4.431258592200001
110000,411200,3.2856067486800025
110000,411300,14.667825617279997
110000,411400,15.180012402119996
110000,411500,19.745112769919995
110000,411600,24.061762560240005
110000,411700,15.904931097239995
110000,419001,1.2371792029199997
110000,420100,48.66665819508
110000,420200,2.095167669120001
110000,420300,3.6475783207200005
110000,420500,6.1334043469200035
110000,420600,6.290110397519998
110000,420700,0.8911536861600003
110000,420800,2.0850705622799985
110000,420900,4.914820093680002
110000,421000,3.7479038191199985
110000,421100,4.840036594200005
110000,421200,1.9772047933199997
110000,421300,2.7978018418799997
110000,422800,3.298232017800001
110000,429004,0.9639982432799998
110000,429005,0.6505358669999999
110000,429006,0.6914189127600001
110000,429021,0.18864024552
110000,430100,34.19348960375998
110000,430200,3.660454207080002
110000,430300,2.28557451168
110000,430400,3.0687826373999982
110000,430500,1.8878571827999993
110000,430600,4.2155673469199995
110000,430700,3.0274468956000002
110000,430800,2.0348998329600008
110000,430900,1.5655607164799998
110000,431000,1.9206437212799987
110000,431100,1.2588565687200002
110000,431200,1.6783906546799994
110000,431300,1.64099470104
110000,433100,1.2773940667200006
110000,440100,39.53182002804
110000,440200,0.9438530572799998
110000,440300,42.30211057631999
110000,440400,7.817139154800001
110000,440500,1.5980514656399987
110000,440600,7.119696165120002
110000,440700,1.41875795268
110000,440800,2.0195090780399996
110000,440900,0.8151878944799996
110000,441200,0.8355492565199996
110000,441300,3.563307981360005
110000,441400,0.5672328814800002
110000,441500,0.37264942296
110000,441600,0.4130107153199997
110000,441700,0.703223810639999
110000,441800,0.8985759526800002
110000,441900,7.058661735240004
110000,442000,2.5029498473999974
110000,445100,0.65252659428
110000,445200,0.7649460633600007
110000,445300,0.25933307652
110000,450100,8.898124748760004
110000,450200,2.025553955759999
110000,450300,6.124341895200001
110000,450400,0.5397672006
110000,450500,2.349365591879998
