"GbCode","CityName","lat","lon","GbProv","UA_Full","UA"
"422800","Enshi",30.277939575301094,109.49459261857503,"42","NA","NA"
"429004","Xiantao",30.364953,113.453974,"42","Middle Reaches of the Yangtze River","MRYR"
"429005","Qianjiang",30.401947,112.900287,"42","Middle Reaches of the Yangtze River","MRYR"
"429006","Tianmen",30.66372,113.166558,"42","Middle Reaches of the Yangtze River","MRYR"
"429021","Shennongjia",31.750496011246412,110.68252485039976,"42","NA","NA"
"430100","Changsha",28.23488939994364,112.94547319535287,"43","Middle Reaches of the Yangtze River","MRYR"
"430200","Zhuzhou",27.833567639016444,113.14047079776427,"43","Middle Reaches of the Yangtze River","MRYR"
"430300","Xiangtan",27.835702227135585,112.95046418076468,"43","Middle Reaches of the Yangtze River","MRYR"
"430400","Hengyang",26.899576139189122,112.57844721325992,"43","Middle Reaches of the Yangtze River","MRYR"
"430500","Shaoyang",27.245270272808565,111.474432885931,"43","NA","NA"
"430600","Yueyang",29.3631782939259,113.13548942422142,"43","Middle Reaches of the Yangtze River","MRYR"
"430700","Changde",29.037749999406877,111.70545217995837,"43","NA","NA"
"430800","Zhangjiajie",29.122815562551878,110.48553254695402,"43","NA","NA"
"430900","Yiyang",28.559711178489888,112.36151595471031,"43","Middle Reaches of the Yangtze River","MRYR"
"431000","Chenzhou",25.776683273601865,113.02146049909462,"43","NA","NA"
"431100","Yongzhou",26.425864117900094,111.61945505792227,"43","NA","NA"
"431200","Huaihua",27.575160902978517,110.00851426537254,"43","NA","NA"
"431300","Loudi",27.703208596991583,112.00150349288418,"43","Middle Reaches of the Yangtze River","MRYR"
"433100","Xiangxi",28.317369104701186,109.74557664946683,"43","NA","NA"
"440100","Guangzhou",23.135336306695006,113.27143134445974,"44","Great Bay of Guangdong-Macau-Hongkong","GB"
"440200","Shaoguan",24.815881278583017,113.60352734562261,"44","NA","NA"
"440300","Shenzhen",22.548456637984177,114.06455183658751,"44","Great Bay of Guangdong-Macau-Hongkong","GB"
"440400","Zhuhai",22.27656465424921,113.58255478654918,"44","Great Bay of Guangdong-Macau-Hongkong","GB"
"440500","Shantou",23.35909171772515,116.68852864054833,"44","West Coast of Taiwan Strait","WCOTS"
"440600","Foshan",23.02775875078891,113.12851219549718,"44","Great Bay of Guangdong-Macau-Hongkong","GB"
"440700","Jiangmen",22.584603880965,113.08855619524043,"44","Great Bay of Guangdong-Macau-Hongkong","GB"
"440800","Zhanjiang",21.276723439012073,110.36555441392824,"44","Beibu Gulf","BG"
"440900","Maoming",21.669064031332095,110.931542579969,"44","Beibu Gulf","BG"
"441200","Zhaoqing",23.052888771125616,112.47148894063035,"44","Great Bay of Guangdong-Macau-Hongkong","GB"
"441300","Huizhou",23.116358854725593,114.4235580165817,"44","Great Bay of Guangdong-Macau-Hongkong","GB"
"441400","Meizhou",24.294177532206206,116.12953737612247,"44","West Coast of Taiwan Strait","WCOTS"
"441500","Shanwei",22.79126303654673,115.38155260365083,"44","NA","NA"
"441600","Heyuan",23.749684370959752,114.70744627290641,"44","NA","NA"
"441700","Yangjiang",21.864339726138933,111.98848929181268,"44","Beibu Gulf","BG"
"441800","Qingyuan",23.688230292088083,113.06246832527266,"44","NA","NA"
"441900","Dongguan",23.02730841164339,113.75842045787648,"44","Great Bay of Guangdong-Macau-Hongkong","GB"
